source_example_id,status,error,output_chars,prediction,reference_answers
57299c2c6aef051400155022,completed,,20,irreducible elements,"[""irreducible elements"", ""irreducible elements"", ""irreducible elements"", ""irreducible elements""]"
5729e1101d04691400779642,completed,,10,high wages,"[""high wages"", ""high wages"", ""high wages""]"
5729eb34af94a219006aa6cb,completed,,3,0.2,"[""0.2 inhabitants per square kilometre"", ""0.2 inhabitants"", ""0.2 inhabitants per square kilometre""]"
5729ef266aef05140015511e,completed,,11,Xingu tribe,"[""Xingu tribe"", ""Xingu"", ""Xingu""]"
5729f1283f37b319004785d7,completed,,26,global to a domestic scale,"[""global"", ""global"", ""global""]"
5729f4273f37b319004785ff,completed,,14,higher returns,"[""higher returns"", ""higher returns"", ""higher returns""]"
572a019f3f37b31900478644,completed,,25,type III secretion system,"[""type III secretion system"", ""type III secretion system"", ""type III secretion system""]"
572a06866aef0514001551c1,completed,,8,equality,"[""equality"", ""equality"", ""equality""]"
572a07a86aef0514001551d6,completed,,16,greater equality,"[""greater equality"", ""greater equality"", ""greater equality but not per capita income""]"
572a09abaf94a219006aa75b,completed,,18,tree growth stages,"[""tree growth"", ""tree growth""]"
572a10cd6aef051400155222,completed,,7,>500 Da,"["">500 Da"", "">500 Da"", "">500 Da""]"
572a13841d0469140077973e,completed,,9,Economist,"[""Economist"", ""Economist"", ""Economist""]"
572a213e6aef0514001552ee,completed,,22,capability deprivation,"[""capability deprivation"", ""capability deprivation"", ""“capability deprivation”""]"
572f5533a23a5019007fc55c,completed,,13,the North Sea,"[""North Sea"", ""the North Sea in the Netherlands"", ""North Sea"", ""North Sea""]"
572f6a0ba23a5019007fc5ed,completed,,10,by erosion,"[""erosion"", ""erosion"", ""by erosion""]"
572fbea404bcaa1900d76c5e,completed,,1,2,"[""2"", ""2"", ""2""]"
572fbfa504bcaa1900d76c74,completed,,23,in the debating chamber,"[""debating chamber"", ""debating chamber"", ""Wednesday afternoons""]"
572fca7eb2c2fd1400568476,completed,,51,The Parliament of the United Kingdom at Westminster,"[""Parliament of the United Kingdom at Westminster"", ""Parliament of the United Kingdom at Westminster"", ""the Parliament of the United Kingdom at Westminster""]"
572fce13a23a5019007fca15,completed,,7,Stage 2,"[""Stage 2"", ""Stage 2"", ""Stage 2""]"
572fe92204bcaa1900d76e99,completed,,11,water level,"[""water level"", ""water level"", ""water level""]"
572fe9b3947a6a140053cde0,completed,,18,generally westward,"[""westward"", ""westward"", ""westward""]"
572ff7ab04bcaa1900d76f51,completed,,26,Waal and Pannerdens Kanaal,"[""Nederrijn at Angeren"", ""Nederrijn at Angeren"", ""Nederrijn at Angeren""]"
572ff935b2c2fd140056869d,completed,,21,strong tidal currents,"[""tear huge areas of land into the sea."", ""tidal currents"", ""tear huge areas of land into the sea""]"
572ffd9e04bcaa1900d76fc7,completed,,42,"strict, conservative Saudi-based Wahhabism","[""conservative"", ""strict, conservative"", ""strict, conservative""]"
572fff45947a6a140053cf29,completed,,10,ice-sheets,"[""ice-sheets"", ""ice-sheets"", ""ice-sheets""]"
573005b9947a6a140053cf6a,completed,,13,pivotal event,"[""quick and decisive"", ""quick and decisive defeat"", ""quick and decisive""]"
573010fab2c2fd14005687db,completed,,15,Osama bin Laden,"[""Osama bin Laden"", ""Osama bin Laden"", ""Osama bin Laden""]"
5730208fa23a5019007fcded,completed,,9,quiescent,"[""quiescent"", ""quiescent"", ""quiescent""]"
573027d6a23a5019007fcea1,completed,,48,the American attack on Iraq in the 1991 Gulf War,"[""American attack on Iraq"", ""the American attack on Iraq"", ""American attack on Iraq""]"
57303048947a6a140053d257,completed,,22,U.S. Defense Secretary,"[""U.S. Defense Secretary"", ""Defense Secretary"", ""Defense Secretary""]"
573092088ab72b1400f9c597,completed,,6,dozens,"[""dozens"", ""dozens"", ""dozens"", ""dozens"", ""dozens""]"
573098f38ab72b1400f9c5d3,completed,,15,economic growth,"[""colonies"", ""collecting resources from colonies"", ""colonies"", ""colonies"", ""colonies""]"
57309cd6069b5314008321c3,completed,,31,Richard Allen and Absalom Jones,"[""Richard Allen and Absalom Jones"", ""Richard Allen"", ""Richard Allen and Absalom Jones""]"
5730ab288ab72b1400f9c657,completed,,16,Albert C. Outler,"[""Albert C. Outler"", ""Albert C. Outler""]"
5730b776069b5314008322bd,completed,,4,1987,"[""1987"", ""1987"", ""1987""]"
5730b7ce069b5314008322c7,completed,,10,"""a racket""","[""a \""racket\"""", ""racket"", ""racket"", ""a \""racket\"""", ""racket""]"
5730b9dc8ab72b1400f9c70e,completed,,30,Christ's message and teachings,"[""Christ's message and teachings"", ""is incompatible with Christ's message and teachings."", ""Christ's message and teachings""]"
5730d6fcb7151e1900c01563,completed,,21,Licensed Local Pastor,"[""licensed local pastor"", ""five-year course of s"", ""licensed local pastor""]"
5730e9f4aca1c71400fe5b74,completed,,15,observer status,"[""observer status"", ""it voted to seek observer status"", ""observer""]"
57332f81d058e614000b5777,completed,,27,large prefabricated housing,"[""prefabricated"", ""prefabricated"", ""prefabricated""]"
57332f81d058e614000b5778,completed,,17,Eastern Bloc city,"[""an Eastern Bloc city"", ""an Eastern Bloc city""]"
57338007d058e614000b5bda,completed,,14,multi-cultural,"[""multi-cultural"", ""multi-cultural city"", ""multi-cultural""]"
573383d0d058e614000b5c37,completed,,6,Daewoo,"[""Daewoo"", ""Daewoo"", ""Daewoo""]"
5733a32bd058e614000b5f36,completed,,47,because of their disastrous financial situation,"[""disastrous financial situation"", ""their disastrous financial situation"", ""disastrous financial situation.""]"
5733cff84776f419006612b5,completed,,25,Battle of Jumonville Glen,"[""dispute over control of the confluence of the Allegheny and Monongahela rivers, called the Forks of the Ohio"", ""dispute over control of the confluence of the Allegheny and Monongahela rivers"", ""dispute over control of the confluence of the Allegheny and Monongahela rivers"", ""dispute over control"", ""a dispute over control of the confluence of the Allegheny and Monongahela rivers""]"
5733e8ae4776f419006614a9,completed,,17,killing 14 people,"[""capturing three traders and killing 14 people of the Miami nation, including Old Briton"", ""capturing three traders and killing 14 people of the Miami nation"", ""capturing three traders and killing 14 people of the Miami nation, including Old Briton"", ""capturing three traders and killing 14 people"", ""capturing three traders and killing 14 people of the Miami nation""]"
5733f8dc4776f419006615f7,completed,,20,Marquis de Vaudreuil,"[""Marquis de Vaudreuil."", ""Marquis de Vaudreuil"", ""the Marquis de Vaudreuil"", ""Marquis de Vaudreuil"", ""Marquis de Vaudreuil""]"
5733ffa7d058e614000b6751,completed,,27,attacked the British column,"[""attacked the British column, killing and capturing several hundred men, women, children, and slaves."", ""attacked the British column"", ""attacked the British column"", ""attacked the British"", ""attacked the British column""]"
57373a9fc3c5551400e51e7e,completed,,13,gravitational,"[""gravitational"", ""gravitational"", ""gravitational"", ""gravitational"", ""gravitational"", ""gravitational""]"
5737534ec3c5551400e51eac,completed,,18,Newton's Third Law,"[""Newton's Third"", ""The third law"", ""The third law"", ""Newton's Third Law"", ""Newton's Third Law""]"
57377862c3c5551400e51ef5,completed,,16,kinetic friction,"[""kinetic friction"", ""object started with a non-zero velocity"", ""kinetic friction"", ""kinetic friction""]"
573784fa1c45671900574483,completed,,12,Isaac Newton,"[""Isaac Newton"", ""Isaac Newton"", ""Isaac Newton"", ""Isaac Newton""]"
